book_id,location.city,location.country,location.world,mood,period.century,period.era,period.historical_event_context,source
31184009,,,real,"whimsical, absurd, humorous, surreal",,,,mistral-large-latest
7650278,London,United Kingdom,real,"tense, reflective",,,,mistral-large-latest
28251978,,,real,"heartwarming, lighthearted",,modern,,mistral-large-latest
17864778,,,real,"hopeful, tense, emotional, resolute",,modern,,mistral-large-latest
28184699,,"Argentina, United States, Iceland, Italy",real,"inspiring, adventurous, serene, awe-struck",,,,mistral-large-latest
30024637,,Greece,real,"passionate, sensual, tense, hedonistic",,,,mistral-large-latest
1359420,,United States,real,"tense, suspenseful, urgent, high-stakes",,contemporary,,mistral-large-latest
21177669,,,real,"reflective, informative, nostalgic",19th,Victorian,,mistral-large-latest
21810434,"Los Alamos (fictionalized), Santa Crisca (fictionalized)",United States,real,"darkly humorous, gritty, melancholic, tense, realistic, unsettling",,contemporary,,mistral-large-latest
20940765,"Verona, Venice","Italy, Scotland",mixed,"romantic, tense, adventurous, dramatic, whimsical",15th,Renaissance,,mistral-large-latest
15701114,,United States,fictional,"passionate, humorous, flirty, optimistic",,contemporary,,mistral-large-latest
6891511,,Uganda,real,"thoughtful, humorous, provocative, reflective",,modern,,mistral-large-latest
6891512,"Cortona, None",Italy,real,"lyrical, nostalgic, evocative, sensuous, reflective, warm, idyllic","13th, 20th, 21st","Renaissance, modern",,mistral-large-latest
13415251,,Japan,real,"intense, emotional, hopeful, melancholic",,modern,,mistral-large-latest
13415250,London,England,real,"tense, romantic, dramatic",,,,mistral-large-latest
25950164,,,real,"sexy, tense, humorous, dramatic",,,,mistral-large-latest
2544797,Massachusetts,United States,real,"anticipation, uncertainty, change",21st,contemporary,,mistral-large-latest
28078256,,,real,"dark, contemplative, introspective",,,,mistral-large-latest
28819137,,,real,"lyrical, celebratory, intimate, reflective",,,,mistral-large-latest
2508776,,,real,"motivational, practical, informative",,,,mistral-large-latest
19051,Brooklyn,United States,real,"darkly humorous, tense, suspenseful",,contemporary,,mistral-large-latest
19052,Battle Lake,United States,real,"exhilarating, humorous, mysterious",20th,,,mistral-large-latest
19054,San Francisco,United States,real,"humorous, romantic, self-reflective",,,,mistral-large-latest
19056,,United States,real,"solemn, resilient, introspective",20th,early modern,1918 influenza pandemic (Great Flu),mistral-large-latest
19057,,,real,"reflective, tense, hopeful, mysterious",,contemporary,,mistral-large-latest
19298619,"London, Birmingham",United Kingdom,real,"dark, tense, gritty",,modern,,mistral-large-latest
15706372,,,real,"humorous, lighthearted, family-oriented, chaotic",,modern,,mistral-large-latest
15706370,Newcastle,United Kingdom,real,"tense, darkly humorous, gritty, desperate",,contemporary,,mistral-large-latest
15706377,,,fictional,"dark, intense, passionate, tormented",,,,mistral-large-latest
24778390,,,real,"hopeful, reflective, inspiring, resilient",,contemporary,,mistral-large-latest
15706374,Jerusalem,Israel (historical Palestine),real,"melancholic, nostalgic, tense, reflective",,Ottoman rule / early 20th century (pre-1948),Palestinian-Jewish tensions; British Mandate period (implied),mistral-large-latest
13709846,New York City,United States,real,"bittersweet, reflective, tense, hopeful",,contemporary,,mistral-large-latest
11469114,Londres,Reino Unido,real,"romántico, tenso, irónico, ligero",,Regencia,,mistral-large-latest
11469116,Paris,France,mixed,"dark, mysterious, romantic, supernatural",,,,mistral-large-latest
169929,,,real,"contemplative, analytical",,,,mistral-large-latest
11469113,Moonshine (fictional),,fictional,"mysterious, eerie, disturbing, tense, melancholic, haunting",,,,mistral-large-latest
2450784,,,fictional,"dark, suspenseful, mysterious",,,,mistral-large-latest
20256656,,,real,"whimsical, adventurous, lighthearted",,,,mistral-large-latest
3436214,,United States,real,"humorous, lighthearted, playful",,modern,,mistral-large-latest
169928,,,real,"thoughtful, practical, instructional",,,,mistral-large-latest
20256652,,,fictional,"humorous, whimsical, lighthearted, playful",,,,mistral-large-latest
20256653,,,real,"dark, gritty, intense, raw, emotionally heavy, bleak",,,,mistral-large-latest
5626060,,,fictional,"tense, dramatic, suspenseful",,,Post-World War Hulk (Marvel Universe),mistral-large-latest
20256651,,,real,"whimsical, nostalgic, warm, festive",19th,Regency/early Victorian,,mistral-large-latest
4564730,,,fictional,"tense, urgent, forboding, heroic",,,,mistral-large-latest
950027,,,real,"reflective, historical, solemn",20th,World War I,Armistice of 1918,mistral-large-latest
25914654,,,real,"mysterious, adventurous, tense",,,,mistral-large-latest
35143561,,,real,"educational, inspiring, engaging",,modern,,mistral-large-latest
15782899,,,real,"playful, humorous, exciting",,,,mistral-large-latest
15725130,,,real,"introspective, philosophical, challenging",20th,,,mistral-large-latest
21411894,Philadelphia,United States,real,"tense, dramatic, suspenseful",18th,Revolutionary War,American Revolution,mistral-large-latest
25648054,Essex,United States,real,"historical, informative",19th,early 19th century,,mistral-large-latest
13573867,"Paris, Milano, Lisabona, Bruges, Marsilia","Franța, Italia, Portugalia, Belgia",real,"melancolic, introspectiv, nostalgic, contemplativ, depresiv",XX-XXI,,,mistral-large-latest
13506568,,France,real,"tense, dark, haunting, emotionally intense",20th,World War II,Seconde Guerre mondiale (1939–1945),mistral-large-latest
11768080,,United States,real,"informative, practical, supportive",,modern,,mistral-large-latest
2249604,Kabul,Afghanistan,real,"tragic, oppressive, hopeful, resilient, tense",20,modern,"Soviet-Afghan War, Taliban rule (1996–2001), Afghan Civil War",mistral-large-latest
29429693,Shibuya,Japan,real,"lighthearted, warm, playful",,contemporary,same-sex partnership certificate law in Shibuya,mistral-large-latest
29429690,,,fictional,"humorous, sarcastic, darkly comedic",,,,mistral-large-latest
31811635,,,fictional,"tense, hopeful, mysterious, romantic",,,,mistral-large-latest
24835856,,"England, Germany",real,"tense, melancholic, psychologically intense, disturbing, intimate",20th,World War I,First World War (1914–1918),mistral-large-latest
18427578,San Francisco,United States,real,"hopeful, liberating, sensual",,contemporary,,mistral-large-latest
33287927,,,real,"passionate, intense, scandalous, emotional, turbulent",,,,mistral-large-latest
11996372,,United States,real,"tense, passionate, suspenseful, dark, intense",,,,mistral-large-latest
3887990,,,real,"practical, instructional, supportive, reflective",,,,mistral-large-latest
33287922,,United States,real,"hopeful, reflective, emotional, romantic",,contemporary,,mistral-large-latest
8147110,Santa Teresa,United States,real,"tense, suspenseful, gritty, noir, melancholic",20th,,"Cold War (1960s flashbacks), 1980s America",mistral-large-latest
12048214,Montreuil,France,real,"thought-provoking, engaging, reflective, inquisitive",,modern,,mistral-large-latest
486966,,,real,"analytical, academic",,,,mistral-large-latest
31439689,Idaho Falls,United States,real,"dreamy, eerie, romantic longing, foreboding",20th (1950s references),,,mistral-large-latest
4005310,,,real,"thought-provoking, analytical, assertive",,,,mistral-large-latest
20616034,,France,real,"provocative, transformative, controversial",19,,,mistral-large-latest
6456865,,"Spain, Poland",real,"tense, suspenseful, dramatic, romantic",,,,mistral-large-latest
17796594,"Montreal, None","Canada, United States",real,"tense, dark, suspenseful, gritty",,modern,,mistral-large-latest
42460,,,real,"whimsical, lighthearted, optimistic",,,,mistral-large-latest
401471,,,mixed,"enchanting, mysterious",,,,mistral-large-latest
42466,,United States,real,"historical, cultural, vivid, personal",18th,colonial,French and Indian War,mistral-large-latest
401479,Providence,United States,real,"inspiring, inviting, warm",,,,mistral-large-latest
8785393,,,fictional,"tense, urgent, high-stakes",,futuristic,,mistral-large-latest
22921817,,,fictional,"intense, mysterious, suspenseful, scientific",,,,google_genai:gemini-2.5-flash
1762658,,,real,"elegant, sophisticated, innovative, multicultural",21st century,,,google_genai:gemini-2.5-flash
70779,,,real,"informative, concerned, hopeful, urgent",,,,google_genai:gemini-2.5-flash
1762655,,,real,"pain, rage, sadness, despair, hope",20th,,AIDS epidemic,google_genai:gemini-2.5-flash
1898971,,Egypt,real,"observational, realistic",,,,google_genai:gemini-2.5-flash
10366910,,,real,"informative, reassuring, hopeful, practical",,,,google_genai:gemini-2.5-flash
159297,,,real,"dramatic, rebellious, intense, historical",12th century,Medieval,crusades,google_genai:gemini-2.5-flash
159294,Washington D.C.,USA,real,"adventurous, inspirational, celebratory, empowering, joyful",20th century,1930s,Interwar period,google_genai:gemini-2.5-flash
64732,,,real,"mysterious, ominous, terrifying",,,,google_genai:gemini-2.5-flash
64737,,,real,"mysterious, suspenseful, tense, eerie, urgent",,,,google_genai:gemini-2.5-flash
4676474,,,real,"historical, informative",,,Celtic festival of the beginning of harvest,google_genai:gemini-2.5-flash
17883476,,,real,"suspenseful, mysterious, dark",,,,google_genai:gemini-2.5-flash
13102954,,France,real,"eerie, unsettling, suspenseful, survivalist",,,,google_genai:gemini-2.5-flash
27404242,Glory,United States,real,"tense, survivalist, dangerous, mysterious",,,sickness outbreak,google_genai:gemini-2.5-flash
24689139,,,fictional,"mysterious, suspenseful, dark, urgent",,,,google_genai:gemini-2.5-flash
159299,,,real,"joyful, humorous, heartwarming, celebratory",,,,google_genai:gemini-2.5-flash
18004638,,India,mixed,"suspenseful, dark, action-packed, vengeful",3rd century BCE,Present Day,"Battle of Kalinga, Mauryan Empire",google_genai:gemini-2.5-flash
23592581,New York City,USA,mixed,"mysterious, adventurous, romantic, suspenseful, fantastical",,,,google_genai:gemini-2.5-flash
29909994,,,real,"intense, obsessive, passionate",,,,google_genai:gemini-2.5-flash
32938229,Ankara,Turkey,real,"tragic, somber, melancholy",20th Century,,Political oppression; Struggle against injustice; State-sanctioned killing,google_genai:gemini-2.5-flash
1898974,,,real,"optimistic, empowering, hopeful, inspirational",,,,google_genai:gemini-2.5-flash
18004637,,,real,"cynical, nostalgic, dramatic, romantic, tense, emotional",20th,1980s,,google_genai:gemini-2.5-flash
17697107,Miami,,real,"intense, erotic, dominant, submissive",,,,google_genai:gemini-2.5-flash
16131591,,,real,"lonely, yearning",,,,google_genai:gemini-2.5-flash
16131594,,France,real,"intriguing, suspenseful, dark, ominous",14th century,Medieval,Capetian succession crisis,google_genai:gemini-2.5-flash
16131595,,,real,"dramatic, tense",,,,google_genai:gemini-2.5-flash
17697101,,,,,,,,google_genai:gemini-2.5-flash
14523408,,China,real,"academic, informative",,historical,collecting practices,google_genai:gemini-2.5-flash
23448037,,,real,,21st century,Contemporary,,google_genai:gemini-2.5-flash
26620060,,,real,"spiritual, challenging, encouraging, reflective, urgent, instructive",,,eschatological,google_genai:gemini-2.5-flash
27414612,London,United Kingdom,real,"dark, tense, suspenseful, psychological, gritty, angst-ridden",21st Century,Contemporary,,google_genai:gemini-2.5-flash
10480605,,,real,"analytical, cautionary, informative, thought-provoking",,,,google_genai:gemini-2.5-flash
20403054,,Netherlands,real,"reflective, introspective, observational",,,,google_genai:gemini-2.5-flash
9351288,Hannibal,USA,real,"eerie, mysterious, historical, macabre",19th century,,,google_genai:gemini-2.5-flash
3202207,,,real,"tense, suspenseful, mysterious, romantic, dramatic",,,,google_genai:gemini-2.5-flash
20414760,Hopewell,USA,real,"tense, dark, dramatic, serious, foreboding",20th,contemporary,,google_genai:gemini-2.5-flash
25009861,,,real,"mysterious, suspenseful, cautionary, adventurous",,,,google_genai:gemini-2.5-flash
25384853,,,real,"reflective, somber, mournful",,,,google_genai:gemini-2.5-flash
6050152,,,real,"fun, adventurous, inspiring",,,,google_genai:gemini-2.5-flash
20527009,Aberfeldy,Scotland,real,"romantic, adventurous, suspenseful, passionate, determined",,,,google_genai:gemini-2.5-flash
25799684,,,real,"romantic, supernatural, humorous, intriguing",,,,google_genai:gemini-2.5-flash
18898360,Gotham City,,fictional,"desperate, urgent, suspenseful",,,ZERO YEAR,google_genai:gemini-2.5-flash
20756731,,,real,dark,,,,google_genai:gemini-2.5-flash
12121361,,,real,"despairing, bleak, tense, romantic, somber",,,post-apocalyptic,google_genai:gemini-2.5-flash
27279204,,,real,"whimsical, joyful, light-hearted",,,,google_genai:gemini-2.5-flash
32782931,,Cyprus,real,"Tragic, Suspenseful, Dramatic, Melancholy, Passionate",,,,google_genai:gemini-2.5-flash
17837583,,,real,"engaging, informative",,,,google_genai:gemini-2.5-flash
211619,Virginia,Schwerinborg,real,"romantic, melancholy, hopeful",,,,google_genai:gemini-2.5-flash
25758703,Dallas,USA,real,"melancholy, mysterious, romantic, dramatic",21st century,,War in Afghanistan,google_genai:gemini-2.5-flash
6602970,,United States,real,"tense, horrific, desperate, suspenseful",,,,google_genai:gemini-2.5-flash
17241006,Gulistan,Afghanistan,real,"somber, gritty, realistic, introspective, serious",,,Afghanistan war,google_genai:gemini-2.5-flash
14424773,New York City,USA,real,"dark, suspenseful, tense, tragic, somber",,,,google_genai:gemini-2.5-flash
35005626,Carniskey,Ireland,real,"grief, mystery, hopeful, melancholy, atmospheric, reflective",,,,google_genai:gemini-2.5-flash
211610,,,real,"romantic, hopeful, lighthearted",,,,google_genai:gemini-2.5-flash
1412834,,,real,"emotional, heartwarming, sentimental",,,,google_genai:gemini-2.5-flash
211615,,,real,"hopeful, lighthearted",,,,google_genai:gemini-2.5-flash
17333425,,,real,"hopeful, reassuring, comforting, peaceful",,,,google_genai:gemini-2.5-flash
17333424,,,real,"inspirational, hopeful, motivational, spiritual",,,,google_genai:gemini-2.5-flash
